date,wm_yr_wk,weekday,wday,month,year,d,event_name_1_col,event_type_1_col,event_name_2_col,event_type_2_col,snap_CA_col,snap_TX_col,snap_WI_col
2013-01-14,11251,Monday,3,1,2013,d_717_col,,,,,0,0,1
2013-01-15,11251,Tuesday,4,1,2013,d_718_col,,,,,0,1,1
2013-01-16,11251,Wednesday,5,1,2013,d_719_col,,,,,0,0,0
2013-01-17,11251,Thursday,6,1,2013,d_720_col,,,,,0,0,0
2013-01-18,11251,Friday,7,1,2013,d_721_col,,,,,0,0,0
2013-01-19,11252,Saturday,1,1,2013,d_722_col,,,,,0,0,0
2013-01-20,11252,Sunday,2,1,2013,d_723_col,,,,,0,0,0
2013-01-21,11252,Monday,3,1,2013,d_724_col,MartinLutherKingDay,National,,,0,0,0
2013-01-22,11252,Tuesday,4,1,2013,d_725_col,,,,,0,0,0
2013-01-23,11252,Wednesday,5,1,2013,d_726_col,,,,,0,0,0
2013-01-24,11252,Thursday,6,1,2013,d_727_col,,,,,0,0,0
2013-01-25,11252,Friday,7,1,2013,d_728_col,,,,,0,0,0
2013-01-26,11301,Saturday,1,1,2013,d_729_col,,,,,0,0,0
2013-01-27,11301,Sunday,2,1,2013,d_730_col,,,,,0,0,0
2013-01-28,11301,Monday,3,1,2013,d_731_col,,,,,0,0,0
2013-01-29,11301,Tuesday,4,1,2013,d_732_col,,,,,0,0,0
2013-01-30,11301,Wednesday,5,1,2013,d_733_col,,,,,0,0,0
2013-01-31,11301,Thursday,6,1,2013,d_734_col,,,,,0,0,0
2013-02-01,11301,Friday,7,2,2013,d_735_col,,,,,1,1,0
2013-02-02,11302,Saturday,1,2,2013,d_736_col,,,,,1,0,1
2013-02-03,11302,Sunday,2,2,2013,d_737_col,SuperBowl,Sporting,,,1,1,1
2013-02-04,11302,Monday,3,2,2013,d_738_col,,,,,1,0,0
2013-02-05,11302,Tuesday,4,2,2013,d_739_col,,,,,1,1,1
2013-02-06,11302,Wednesday,5,2,2013,d_740_col,,,,,1,1,1
2013-02-07,11302,Thursday,6,2,2013,d_741_col,,,,,1,1,0
2013-02-08,11302,Friday,7,2,2013,d_742_col,,,,,1,0,1
2013-02-09,11303,Saturday,1,2,2013,d_743_col,,,,,1,1,1
2013-02-10,11303,Sunday,2,2,2013,d_744_col,,,,,1,0,0
2013-02-11,11303,Monday,3,2,2013,d_745_col,,,,,0,1,1
2013-02-12,11303,Tuesday,4,2,2013,d_746_col,,,,,0,1,1
2013-02-13,11303,Wednesday,5,2,2013,d_747_col,LentStart,Religious,,,0,1,0
2013-02-14,11303,Thursday,6,2,2013,d_748_col,ValentinesDay,Cultural,,,0,0,1
2013-02-15,11303,Friday,7,2,2013,d_749_col,,,,,0,1,1
2013-02-16,11304,Saturday,1,2,2013,d_750_col,,,,,0,0,0
2013-02-17,11304,Sunday,2,2,2013,d_751_col,,,,,0,0,0
2013-02-18,11304,Monday,3,2,2013,d_752_col,PresidentsDay,National,,,0,0,0
2013-02-19,11304,Tuesday,4,2,2013,d_753_col,,,,,0,0,0
2013-02-20,11304,Wednesday,5,2,2013,d_754_col,LentWeek2,Religious,,,0,0,0
2013-02-21,11304,Thursday,6,2,2013,d_755_col,,,,,0,0,0
2013-02-22,11304,Friday,7,2,2013,d_756_col,,,,,0,0,0
2013-02-23,11305,Saturday,1,2,2013,d_757_col,,,,,0,0,0
2013-02-24,11305,Sunday,2,2,2013,d_758_col,Purim End,Religious,,,0,0,0
2013-02-25,11305,Monday,3,2,2013,d_759_col,,,,,0,0,0
2013-02-26,11305,Tuesday,4,2,2013,d_760_col,,,,,0,0,0
2013-02-27,11305,Wednesday,5,2,2013,d_761_col,,,,,0,0,0
2013-02-28,11305,Thursday,6,2,2013,d_762_col,,,,,0,0,0
2013-03-01,11305,Friday,7,3,2013,d_763_col,,,,,1,1,0
2013-03-02,11306,Saturday,1,3,2013,d_764_col,,,,,1,0,1
2013-03-03,11306,Sunday,2,3,2013,d_765_col,,,,,1,1,1
2013-03-04,11306,Monday,3,3,2013,d_766_col,,,,,1,0,0
2013-03-05,11306,Tuesday,4,3,2013,d_767_col,,,,,1,1,1
2013-03-06,11306,Wednesday,5,3,2013,d_768_col,,,,,1,1,1
2013-03-07,11306,Thursday,6,3,2013,d_769_col,,,,,1,1,0
2013-03-08,11306,Friday,7,3,2013,d_770_col,,,,,1,0,1
2013-03-09,11307,Saturday,1,3,2013,d_771_col,,,,,1,1,1
2013-03-10,11307,Sunday,2,3,2013,d_772_col,,,,,1,0,0
2013-03-11,11307,Monday,3,3,2013,d_773_col,,,,,0,1,1
2013-03-12,11307,Tuesday,4,3,2013,d_774_col,,,,,0,1,1
2013-03-13,11307,Wednesday,5,3,2013,d_775_col,,,,,0,1,0
2013-03-14,11307,Thursday,6,3,2013,d_776_col,,,,,0,0,1
2013-03-15,11307,Friday,7,3,2013,d_777_col,,,,,0,1,1
2013-03-16,11308,Saturday,1,3,2013,d_778_col,,,,,0,0,0
2013-03-17,11308,Sunday,2,3,2013,d_779_col,StPatricksDay,Cultural,,,0,0,0
2013-03-18,11308,Monday,3,3,2013,d_780_col,,,,,0,0,0
2013-03-19,11308,Tuesday,4,3,2013,d_781_col,,,,,0,0,0
2013-03-20,11308,Wednesday,5,3,2013,d_782_col,,,,,0,0,0
2013-03-21,11308,Thursday,6,3,2013,d_783_col,,,,,0,0,0
2013-03-22,11308,Friday,7,3,2013,d_784_col,,,,,0,0,0
2013-03-23,11309,Saturday,1,3,2013,d_785_col,,,,,0,0,0
2013-03-24,11309,Sunday,2,3,2013,d_786_col,,,,,0,0,0
2013-03-25,11309,Monday,3,3,2013,d_787_col,,,,,0,0,0
2013-03-26,11309,Tuesday,4,3,2013,d_788_col,,,,,0,0,0
2013-03-27,11309,Wednesday,5,3,2013,d_789_col,,,,,0,0,0
2013-03-28,11309,Thursday,6,3,2013,d_790_col,,,,,0,0,0
2013-03-29,11309,Friday,7,3,2013,d_791_col,,,,,0,0,0
2013-03-30,11310,Saturday,1,3,2013,d_792_col,,,,,0,0,0
2013-03-31,11310,Sunday,2,3,2013,d_793_col,Easter,Cultural,,,0,0,0
2013-04-01,11310,Monday,3,4,2013,d_794_col,,,,,1,1,0
2013-04-02,11310,Tuesday,4,4,2013,d_795_col,Pesach End,Religious,,,1,0,1
2013-04-03,11310,Wednesday,5,4,2013,d_796_col,,,,,1,1,1
2013-04-04,11310,Thursday,6,4,2013,d_797_col,,,,,1,0,0
2013-04-05,11310,Friday,7,4,2013,d_798_col,,,,,1,1,1
2013-04-06,11311,Saturday,1,4,2013,d_799_col,,,,,1,1,1
2013-04-07,11311,Sunday,2,4,2013,d_800_col,,,,,1,1,0
2013-04-08,11311,Monday,3,4,2013,d_801_col,,,,,1,0,1
2013-04-09,11311,Tuesday,4,4,2013,d_802_col,,,,,1,1,1
2013-04-10,11311,Wednesday,5,4,2013,d_803_col,,,,,1,0,0
2013-04-11,11311,Thursday,6,4,2013,d_804_col,,,,,0,1,1
2013-04-12,11311,Friday,7,4,2013,d_805_col,,,,,0,1,1
2013-04-13,11312,Saturday,1,4,2013,d_806_col,,,,,0,1,0
2013-04-14,11312,Sunday,2,4,2013,d_807_col,,,,,0,0,1
2013-04-15,11312,Monday,3,4,2013,d_808_col,,,,,0,1,1
2013-04-16,11312,Tuesday,4,4,2013,d_809_col,,,,,0,0,0
2013-04-17,11312,Wednesday,5,4,2013,d_810_col,,,,,0,0,0
2013-04-18,11312,Thursday,6,4,2013,d_811_col,,,,,0,0,0
2013-04-19,11312,Friday,7,4,2013,d_812_col,,,,,0,0,0
2013-04-20,11313,Saturday,1,4,2013,d_813_col,,,,,0,0,0
2013-04-21,11313,Sunday,2,4,2013,d_814_col,,,,,0,0,0
2013-04-22,11313,Monday,3,4,2013,d_815_col,,,,,0,0,0
2013-04-23,11313,Tuesday,4,4,2013,d_816_col,,,,,0,0,0
2013-04-24,11313,Wednesday,5,4,2013,d_817_col,,,,,0,0,0
2013-04-25,11313,Thursday,6,4,2013,d_818_col,,,,,0,0,0
2013-04-26,11313,Friday,7,4,2013,d_819_col,,,,,0,0,0
2013-04-27,11314,Saturday,1,4,2013,d_820_col,,,,,0,0,0
2013-04-28,11314,Sunday,2,4,2013,d_821_col,,,,,0,0,0
2013-04-29,11314,Monday,3,4,2013,d_822_col,,,,,0,0,0
2013-04-30,11314,Tuesday,4,4,2013,d_823_col,,,,,0,0,0
2013-05-01,11314,Wednesday,5,5,2013,d_824_col,,,,,1,1,0
2013-05-02,11314,Thursday,6,5,2013,d_825_col,,,,,1,0,1
2013-05-03,11314,Friday,7,5,2013,d_826_col,,,,,1,1,1
2013-05-04,11315,Saturday,1,5,2013,d_827_col,,,,,1,0,0
2013-05-05,11315,Sunday,2,5,2013,d_828_col,OrthodoxEaster,Religious,Cinco De Mayo,Cultural,1,1,1
2013-05-06,11315,Monday,3,5,2013,d_829_col,,,,,1,1,1
2013-05-07,11315,Tuesday,4,5,2013,d_830_col,,,,,1,1,0
2013-05-08,11315,Wednesday,5,5,2013,d_831_col,,,,,1,0,1
2013-05-09,11315,Thursday,6,5,2013,d_832_col,,,,,1,1,1
2013-05-10,11315,Friday,7,5,2013,d_833_col,,,,,1,0,0
2013-05-11,11316,Saturday,1,5,2013,d_834_col,,,,,0,1,1
2013-05-12,11316,Sunday,2,5,2013,d_835_col,Mother's day,Cultural,,,0,1,1
2013-05-13,11316,Monday,3,5,2013,d_836_col,,,,,0,1,0
2013-05-14,11316,Tuesday,4,5,2013,d_837_col,,,,,0,0,1
2013-05-15,11316,Wednesday,5,5,2013,d_838_col,,,,,0,1,1
2013-05-16,11316,Thursday,6,5,2013,d_839_col,,,,,0,0,0
2013-05-17,11316,Friday,7,5,2013,d_840_col,,,,,0,0,0
2013-05-18,11317,Saturday,1,5,2013,d_841_col,,,,,0,0,0
2013-05-19,11317,Sunday,2,5,2013,d_842_col,,,,,0,0,0
2013-05-20,11317,Monday,3,5,2013,d_843_col,,,,,0,0,0
2013-05-21,11317,Tuesday,4,5,2013,d_844_col,,,,,0,0,0
2013-05-22,11317,Wednesday,5,5,2013,d_845_col,,,,,0,0,0
2013-05-23,11317,Thursday,6,5,2013,d_846_col,,,,,0,0,0
2013-05-24,11317,Friday,7,5,2013,d_847_col,,,,,0,0,0
2013-05-25,11318,Saturday,1,5,2013,d_848_col,,,,,0,0,0
2013-05-26,11318,Sunday,2,5,2013,d_849_col,,,,,0,0,0
2013-05-27,11318,Monday,3,5,2013,d_850_col,MemorialDay,National,,,0,0,0
2013-05-28,11318,Tuesday,4,5,2013,d_851_col,,,,,0,0,0
2013-05-29,11318,Wednesday,5,5,2013,d_852_col,,,,,0,0,0
2013-05-30,11318,Thursday,6,5,2013,d_853_col,,,,,0,0,0
2013-05-31,11318,Friday,7,5,2013,d_854_col,,,,,0,0,0
2013-06-01,11319,Saturday,1,6,2013,d_855_col,,,,,1,1,0
2013-06-02,11319,Sunday,2,6,2013,d_856_col,,,,,1,0,1
2013-06-03,11319,Monday,3,6,2013,d_857_col,,,,,1,1,1
2013-06-04,11319,Tuesday,4,6,2013,d_858_col,,,,,1,0,0
2013-06-05,11319,Wednesday,5,6,2013,d_859_col,,,,,1,1,1
2013-06-06,11319,Thursday,6,6,2013,d_860_col,NBAFinalsStart,Sporting,,,1,1,1
2013-06-07,11319,Friday,7,6,2013,d_861_col,,,,,1,1,0
2013-06-08,11320,Saturday,1,6,2013,d_862_col,,,,,1,0,1
2013-06-09,11320,Sunday,2,6,2013,d_863_col,,,,,1,1,1
2013-06-10,11320,Monday,3,6,2013,d_864_col,,,,,1,0,0
2013-06-11,11320,Tuesday,4,6,2013,d_865_col,,,,,0,1,1
2013-06-12,11320,Wednesday,5,6,2013,d_866_col,,,,,0,1,1
2013-06-13,11320,Thursday,6,6,2013,d_867_col,,,,,0,1,0
2013-06-14,11320,Friday,7,6,2013,d_868_col,,,,,0,0,1
2013-06-15,11321,Saturday,1,6,2013,d_869_col,,,,,0,1,1
2013-06-16,11321,Sunday,2,6,2013,d_870_col,Father's day,Cultural,,,0,0,0
2013-06-17,11321,Monday,3,6,2013,d_871_col,,,,,0,0,0
2013-06-18,11321,Tuesday,4,6,2013,d_872_col,,,,,0,0,0
2013-06-19,11321,Wednesday,5,6,2013,d_873_col,,,,,0,0,0
2013-06-20,11321,Thursday,6,6,2013,d_874_col,NBAFinalsEnd,Sporting,,,0,0,0
2013-06-21,11321,Friday,7,6,2013,d_875_col,,,,,0,0,0
2013-06-22,11322,Saturday,1,6,2013,d_876_col,,,,,0,0,0
2013-06-23,11322,Sunday,2,6,2013,d_877_col,,,,,0,0,0
2013-06-24,11322,Monday,3,6,2013,d_878_col,,,,,0,0,0
2013-06-25,11322,Tuesday,4,6,2013,d_879_col,,,,,0,0,0
2013-06-26,11322,Wednesday,5,6,2013,d_880_col,,,,,0,0,0
2013-06-27,11322,Thursday,6,6,2013,d_881_col,,,,,0,0,0
2013-06-28,11322,Friday,7,6,2013,d_882_col,,,,,0,0,0
2013-06-29,11323,Saturday,1,6,2013,d_883_col,,,,,0,0,0
2013-06-30,11323,Sunday,2,6,2013,d_884_col,,,,,0,0,0
2013-07-01,11323,Monday,3,7,2013,d_885_col,,,,,1,1,0
2013-07-02,11323,Tuesday,4,7,2013,d_886_col,,,,,1,0,1
2013-07-03,11323,Wednesday,5,7,2013,d_887_col,,,,,1,1,1
2013-07-04,11323,Thursday,6,7,2013,d_888_col,IndependenceDay,National,,,1,0,0
2013-07-05,11323,Friday,7,7,2013,d_889_col,,,,,1,1,1
2013-07-06,11324,Saturday,1,7,2013,d_890_col,,,,,1,1,1
2013-07-07,11324,Sunday,2,7,2013,d_891_col,,,,,1,1,0
2013-07-08,11324,Monday,3,7,2013,d_892_col,,,,,1,0,1
2013-07-09,11324,Tuesday,4,7,2013,d_893_col,Ramadan starts,Religious,,,1,1,1
2013-07-10,11324,Wednesday,5,7,2013,d_894_col,,,,,1,0,0
2013-07-11,11324,Thursday,6,7,2013,d_895_col,,,,,0,1,1
2013-07-12,11324,Friday,7,7,2013,d_896_col,,,,,0,1,1
2013-07-13,11325,Saturday,1,7,2013,d_897_col,,,,,0,1,0
2013-07-14,11325,Sunday,2,7,2013,d_898_col,,,,,0,0,1
2013-07-15,11325,Monday,3,7,2013,d_899_col,,,,,0,1,1
2013-07-16,11325,Tuesday,4,7,2013,d_900_col,,,,,0,0,0
2013-07-17,11325,Wednesday,5,7,2013,d_901_col,,,,,0,0,0
2013-07-18,11325,Thursday,6,7,2013,d_902_col,,,,,0,0,0
2013-07-19,11325,Friday,7,7,2013,d_903_col,,,,,0,0,0
2013-07-20,11326,Saturday,1,7,2013,d_904_col,,,,,0,0,0
2013-07-21,11326,Sunday,2,7,2013,d_905_col,,,,,0,0,0
2013-07-22,11326,Monday,3,7,2013,d_906_col,,,,,0,0,0
2013-07-23,11326,Tuesday,4,7,2013,d_907_col,,,,,0,0,0
2013-07-24,11326,Wednesday,5,7,2013,d_908_col,,,,,0,0,0
2013-07-25,11326,Thursday,6,7,2013,d_909_col,,,,,0,0,0
2013-07-26,11326,Friday,7,7,2013,d_910_col,,,,,0,0,0
2013-07-27,11327,Saturday,1,7,2013,d_911_col,,,,,0,0,0
2013-07-28,11327,Sunday,2,7,2013,d_912_col,,,,,0,0,0
2013-07-29,11327,Monday,3,7,2013,d_913_col,,,,,0,0,0
2013-07-30,11327,Tuesday,4,7,2013,d_914_col,,,,,0,0,0
2013-07-31,11327,Wednesday,5,7,2013,d_915_col,,,,,0,0,0
2013-08-01,11327,Thursday,6,8,2013,d_916_col,,,,,1,1,0
2013-08-02,11327,Friday,7,8,2013,d_917_col,,,,,1,0,1
2013-08-03,11328,Saturday,1,8,2013,d_918_col,,,,,1,1,1
2013-08-04,11328,Sunday,2,8,2013,d_919_col,,,,,1,0,0
2013-08-05,11328,Monday,3,8,2013,d_920_col,,,,,1,1,1
2013-08-06,11328,Tuesday,4,8,2013,d_921_col,,,,,1,1,1
2013-08-07,11328,Wednesday,5,8,2013,d_922_col,,,,,1,1,0
2013-08-08,11328,Thursday,6,8,2013,d_923_col,Eid al-Fitr,Religious,,,1,0,1
2013-08-09,11328,Friday,7,8,2013,d_924_col,,,,,1,1,1
2013-08-10,11329,Saturday,1,8,2013,d_925_col,,,,,1,0,0
2013-08-11,11329,Sunday,2,8,2013,d_926_col,,,,,0,1,1
2013-08-12,11329,Monday,3,8,2013,d_927_col,,,,,0,1,1
2013-08-13,11329,Tuesday,4,8,2013,d_928_col,,,,,0,1,0
2013-08-14,11329,Wednesday,5,8,2013,d_929_col,,,,,0,0,1
2013-08-15,11329,Thursday,6,8,2013,d_930_col,,,,,0,1,1
2013-08-16,11329,Friday,7,8,2013,d_931_col,,,,,0,0,0
2013-08-17,11330,Saturday,1,8,2013,d_932_col,,,,,0,0,0
2013-08-18,11330,Sunday,2,8,2013,d_933_col,,,,,0,0,0
2013-08-19,11330,Monday,3,8,2013,d_934_col,,,,,0,0,0
2013-08-20,11330,Tuesday,4,8,2013,d_935_col,,,,,0,0,0
2013-08-21,11330,Wednesday,5,8,2013,d_936_col,,,,,0,0,0
2013-08-22,11330,Thursday,6,8,2013,d_937_col,,,,,0,0,0
2013-08-23,11330,Friday,7,8,2013,d_938_col,,,,,0,0,0
2013-08-24,11331,Saturday,1,8,2013,d_939_col,,,,,0,0,0
2013-08-25,11331,Sunday,2,8,2013,d_940_col,,,,,0,0,0
2013-08-26,11331,Monday,3,8,2013,d_941_col,,,,,0,0,0
2013-08-27,11331,Tuesday,4,8,2013,d_942_col,,,,,0,0,0
2013-08-28,11331,Wednesday,5,8,2013,d_943_col,,,,,0,0,0
2013-08-29,11331,Thursday,6,8,2013,d_944_col,,,,,0,0,0
2013-08-30,11331,Friday,7,8,2013,d_945_col,,,,,0,0,0
2013-08-31,11332,Saturday,1,8,2013,d_946_col,,,,,0,0,0
2013-09-01,11332,Sunday,2,9,2013,d_947_col,,,,,1,1,0
2013-09-02,11332,Monday,3,9,2013,d_948_col,LaborDay,National,,,1,0,1
2013-09-03,11332,Tuesday,4,9,2013,d_949_col,,,,,1,1,1
2013-09-04,11332,Wednesday,5,9,2013,d_950_col,,,,,1,0,0
2013-09-05,11332,Thursday,6,9,2013,d_951_col,,,,,1,1,1
2013-09-06,11332,Friday,7,9,2013,d_952_col,,,,,1,1,1
2013-09-07,11333,Saturday,1,9,2013,d_953_col,,,,,1,1,0
2013-09-08,11333,Sunday,2,9,2013,d_954_col,,,,,1,0,1
2013-09-09,11333,Monday,3,9,2013,d_955_col,,,,,1,1,1
2013-09-10,11333,Tuesday,4,9,2013,d_956_col,,,,,1,0,0
2013-09-11,11333,Wednesday,5,9,2013,d_957_col,,,,,0,1,1
2013-09-12,11333,Thursday,6,9,2013,d_958_col,,,,,0,1,1
2013-09-13,11333,Friday,7,9,2013,d_959_col,,,,,0,1,0
2013-09-14,11334,Saturday,1,9,2013,d_960_col,,,,,0,0,1
2013-09-15,11334,Sunday,2,9,2013,d_961_col,,,,,0,1,1
2013-09-16,11334,Monday,3,9,2013,d_962_col,,,,,0,0,0
2013-09-17,11334,Tuesday,4,9,2013,d_963_col,,,,,0,0,0
2013-09-18,11334,Wednesday,5,9,2013,d_964_col,,,,,0,0,0
2013-09-19,11334,Thursday,6,9,2013,d_965_col,,,,,0,0,0
2013-09-20,11334,Friday,7,9,2013,d_966_col,,,,,0,0,0
2013-09-21,11335,Saturday,1,9,2013,d_967_col,,,,,0,0,0
2013-09-22,11335,Sunday,2,9,2013,d_968_col,,,,,0,0,0
2013-09-23,11335,Monday,3,9,2013,d_969_col,,,,,0,0,0
2013-09-24,11335,Tuesday,4,9,2013,d_970_col,,,,,0,0,0
2013-09-25,11335,Wednesday,5,9,2013,d_971_col,,,,,0,0,0
2013-09-26,11335,Thursday,6,9,2013,d_972_col,,,,,0,0,0
2013-09-27,11335,Friday,7,9,2013,d_973_col,,,,,0,0,0
2013-09-28,11336,Saturday,1,9,2013,d_974_col,,,,,0,0,0
2013-09-29,11336,Sunday,2,9,2013,d_975_col,,,,,0,0,0
2013-09-30,11336,Monday,3,9,2013,d_976_col,,,,,0,0,0
2013-10-01,11336,Tuesday,4,10,2013,d_977_col,,,,,1,1,0
2013-10-02,11336,Wednesday,5,10,2013,d_978_col,,,,,1,0,1
2013-10-03,11336,Thursday,6,10,2013,d_979_col,,,,,1,1,1
2013-10-04,11336,Friday,7,10,2013,d_980_col,,,,,1,0,0
2013-10-05,11337,Saturday,1,10,2013,d_981_col,,,,,1,1,1
2013-10-06,11337,Sunday,2,10,2013,d_982_col,,,,,1,1,1
2013-10-07,11337,Monday,3,10,2013,d_983_col,,,,,1,1,0
2013-10-08,11337,Tuesday,4,10,2013,d_984_col,,,,,1,0,1
2013-10-09,11337,Wednesday,5,10,2013,d_985_col,,,,,1,1,1
2013-10-10,11337,Thursday,6,10,2013,d_986_col,,,,,1,0,0
2013-10-11,11337,Friday,7,10,2013,d_987_col,,,,,0,1,1
2013-10-12,11338,Saturday,1,10,2013,d_988_col,,,,,0,1,1
2013-10-13,11338,Sunday,2,10,2013,d_989_col,,,,,0,1,0
2013-10-14,11338,Monday,3,10,2013,d_990_col,ColumbusDay,National,,,0,0,1
2013-10-15,11338,Tuesday,4,10,2013,d_991_col,EidAlAdha,Religious,,,0,1,1
2013-10-16,11338,Wednesday,5,10,2013,d_992_col,,,,,0,0,0
2013-10-17,11338,Thursday,6,10,2013,d_993_col,,,,,0,0,0
2013-10-18,11338,Friday,7,10,2013,d_994_col,,,,,0,0,0
2013-10-19,11339,Saturday,1,10,2013,d_995_col,,,,,0,0,0
2013-10-20,11339,Sunday,2,10,2013,d_996_col,,,,,0,0,0
2013-10-21,11339,Monday,3,10,2013,d_997_col,,,,,0,0,0
2013-10-22,11339,Tuesday,4,10,2013,d_998_col,,,,,0,0,0
2013-10-23,11339,Wednesday,5,10,2013,d_999_col,,,,,0,0,0
2013-10-24,11339,Thursday,6,10,2013,d_1000_col,,,,,0,0,0
2013-10-25,11339,Friday,7,10,2013,d_1001_col,,,,,0,0,0
2013-10-26,11340,Saturday,1,10,2013,d_1002_col,,,,,0,0,0
2013-10-27,11340,Sunday,2,10,2013,d_1003_col,,,,,0,0,0
2013-10-28,11340,Monday,3,10,2013,d_1004_col,,,,,0,0,0
2013-10-29,11340,Tuesday,4,10,2013,d_1005_col,,,,,0,0,0
2013-10-30,11340,Wednesday,5,10,2013,d_1006_col,,,,,0,0,0
2013-10-31,11340,Thursday,6,10,2013,d_1007_col,Halloween,Cultural,,,0,0,0
2013-11-01,11340,Friday,7,11,2013,d_1008_col,,,,,1,1,0
2013-11-02,11341,Saturday,1,11,2013,d_1009_col,,,,,1,0,1
2013-11-03,11341,Sunday,2,11,2013,d_1010_col,,,,,1,1,1
2013-11-04,11341,Monday,3,11,2013,d_1011_col,,,,,1,0,0
2013-11-05,11341,Tuesday,4,11,2013,d_1012_col,,,,,1,1,1
2013-11-06,11341,Wednesday,5,11,2013,d_1013_col,,,,,1,1,1
2013-11-07,11341,Thursday,6,11,2013,d_1014_col,,,,,1,1,0
2013-11-08,11341,Friday,7,11,2013,d_1015_col,,,,,1,0,1
2013-11-09,11342,Saturday,1,11,2013,d_1016_col,,,,,1,1,1
2013-11-10,11342,Sunday,2,11,2013,d_1017_col,,,,,1,0,0
2013-11-11,11342,Monday,3,11,2013,d_1018_col,VeteransDay,National,,,0,1,1
2013-11-12,11342,Tuesday,4,11,2013,d_1019_col,,,,,0,1,1
2013-11-13,11342,Wednesday,5,11,2013,d_1020_col,,,,,0,1,0
2013-11-14,11342,Thursday,6,11,2013,d_1021_col,,,,,0,0,1
2013-11-15,11342,Friday,7,11,2013,d_1022_col,,,,,0,1,1
2013-11-16,11343,Saturday,1,11,2013,d_1023_col,,,,,0,0,0
2013-11-17,11343,Sunday,2,11,2013,d_1024_col,,,,,0,0,0
2013-11-18,11343,Monday,3,11,2013,d_1025_col,,,,,0,0,0
2013-11-19,11343,Tuesday,4,11,2013,d_1026_col,,,,,0,0,0
2013-11-20,11343,Wednesday,5,11,2013,d_1027_col,,,,,0,0,0
2013-11-21,11343,Thursday,6,11,2013,d_1028_col,,,,,0,0,0
2013-11-22,11343,Friday,7,11,2013,d_1029_col,,,,,0,0,0
2013-11-23,11344,Saturday,1,11,2013,d_1030_col,,,,,0,0,0
2013-11-24,11344,Sunday,2,11,2013,d_1031_col,,,,,0,0,0
2013-11-25,11344,Monday,3,11,2013,d_1032_col,,,,,0,0,0
2013-11-26,11344,Tuesday,4,11,2013,d_1033_col,,,,,0,0,0
2013-11-27,11344,Wednesday,5,11,2013,d_1034_col,,,,,0,0,0
2013-11-28,11344,Thursday,6,11,2013,d_1035_col,Thanksgiving,National,,,0,0,0
2013-11-29,11344,Friday,7,11,2013,d_1036_col,,,,,0,0,0
2013-11-30,11345,Saturday,1,11,2013,d_1037_col,,,,,0,0,0
2013-12-01,11345,Sunday,2,12,2013,d_1038_col,,,,,1,1,0
2013-12-02,11345,Monday,3,12,2013,d_1039_col,,,,,1,0,1
2013-12-03,11345,Tuesday,4,12,2013,d_1040_col,,,,,1,1,1
2013-12-04,11345,Wednesday,5,12,2013,d_1041_col,,,,,1,0,0
2013-12-05,11345,Thursday,6,12,2013,d_1042_col,Chanukah End,Religious,,,1,1,1
2013-12-06,11345,Friday,7,12,2013,d_1043_col,,,,,1,1,1
2013-12-07,11346,Saturday,1,12,2013,d_1044_col,,,,,1,1,0
2013-12-08,11346,Sunday,2,12,2013,d_1045_col,,,,,1,0,1
2013-12-09,11346,Monday,3,12,2013,d_1046_col,,,,,1,1,1
2013-12-10,11346,Tuesday,4,12,2013,d_1047_col,,,,,1,0,0
2013-12-11,11346,Wednesday,5,12,2013,d_1048_col,,,,,0,1,1
2013-12-12,11346,Thursday,6,12,2013,d_1049_col,,,,,0,1,1
2013-12-13,11346,Friday,7,12,2013,d_1050_col,,,,,0,1,0
2013-12-14,11347,Saturday,1,12,2013,d_1051_col,,,,,0,0,1
2013-12-15,11347,Sunday,2,12,2013,d_1052_col,,,,,0,1,1
2013-12-16,11347,Monday,3,12,2013,d_1053_col,,,,,0,0,0
2013-12-17,11347,Tuesday,4,12,2013,d_1054_col,,,,,0,0,0
2013-12-18,11347,Wednesday,5,12,2013,d_1055_col,,,,,0,0,0
2013-12-19,11347,Thursday,6,12,2013,d_1056_col,,,,,0,0,0
2013-12-20,11347,Friday,7,12,2013,d_1057_col,,,,,0,0,0
2013-12-21,11348,Saturday,1,12,2013,d_1058_col,,,,,0,0,0
2013-12-22,11348,Sunday,2,12,2013,d_1059_col,,,,,0,0,0
2013-12-23,11348,Monday,3,12,2013,d_1060_col,,,,,0,0,0
2013-12-24,11348,Tuesday,4,12,2013,d_1061_col,,,,,0,0,0
2013-12-25,11348,Wednesday,5,12,2013,d_1062_col,Christmas,National,,,0,0,0
2013-12-26,11348,Thursday,6,12,2013,d_1063_col,,,,,0,0,0
2013-12-27,11348,Friday,7,12,2013,d_1064_col,,,,,0,0,0
2013-12-28,11349,Saturday,1,12,2013,d_1065_col,,,,,0,0,0
2013-12-29,11349,Sunday,2,12,2013,d_1066_col,,,,,0,0,0
2013-12-30,11349,Monday,3,12,2013,d_1067_col,,,,,0,0,0
2013-12-31,11349,Tuesday,4,12,2013,d_1068_col,,,,,0,0,0
2014-01-01,11349,Wednesday,5,1,2014,d_1069_col,NewYear,National,,,1,1,0
2014-01-02,11349,Thursday,6,1,2014,d_1070_col,,,,,1,0,1
2014-01-03,11349,Friday,7,1,2014,d_1071_col,,,,,1,1,1
2014-01-04,11350,Saturday,1,1,2014,d_1072_col,,,,,1,0,0
2014-01-05,11350,Sunday,2,1,2014,d_1073_col,,,,,1,1,1
